name,title,start,Complete,Duration,cost,variance,planned,actual,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
Department of Homeland Security,TSA - Secure Flight,2011,2012,567,6.768,-1.02,6.768,6.837,,,,,,,,,
Department of Homeland Security,TSA - Secure Flight,2011,2012,302,3.586,12.05,3.586,3.154,,,,,,,,,
Department of Homeland Security,TSA - Secure Flight,2011,2012,377,3.773,8.88,3.773,3.438,,,,,,,,,
Department of Homeland Security,TSA - Secure Flight,2011,2011,263,0.204,0,0.204,0.204,,,,,,,,,
Department of Homeland Security,TSA - Secure Flight,2011,2012,628,2.448,0,2.448,2.448,,,,,,,,,
Department of Homeland Security,TSA - Technology Infrastructure Modernization (TIM) Program,2011,2012,365,16,0,16,16,,,,,,,,,
Department of Homeland Security,TSA - Technology Infrastructure Modernization (TIM) Program,2012,2013,366,16,0,16,16,,,,,,,,,
Department of Homeland Security,TSA - Information Technology Infrastructure Program (ITIP),2011,2011,362,9,1.64,6.09,5.99,,,,,,,,,
Department of Homeland Security,TSA - Information Technology Infrastructure Program (ITIP),2011,2012,320,50.04,0,50.04,50.04,,,,,,,,,
Department of Homeland Security,TSA - Information Technology Infrastructure Program (ITIP),2011,2013,731,5,0.88,3.974,3.939,,,,,,,,,
Department of Homeland Security,TSA - Information Technology Infrastructure Program (ITIP),2011,2013,525,12,0,12,12,,,,,,,,,
Department of Homeland Security,TSA - Hazmat Threat Assessment Program (HAZMAT),2011,2011,265,0.742,0,0.742,0.742,,,,,,,,,
Department of Homeland Security,TSA - Hazmat Threat Assessment Program (HAZMAT),2011,2012,416,1.4,0,1.4,1.4,,,,,,,,,
Department of Homeland Security,TSA - Hazmat Threat Assessment Program (HAZMAT),2011,2012,628,2,-2.56,1.95,2,,,,,,,,,
Department of Homeland Security,TSA - FAMSNet (Common Operating Environment),2012,2012,272,0.09,0,0.09,0.09,,,,,,,,,
Department of Homeland Security,TSA - FAMSNet (Common Operating Environment),2012,2012,272,0.09,0,0.09,0.09,,,,,,,,,
Department of Homeland Security,TSA - FAMS Mission Scheduling and Notification System (MSNS),2012,2014,732,5,0,0.02,0.02,,,,,,,,,
Department of Homeland Security,TSA - FAMS Mission Scheduling and Notification System (MSNS),2011,2012,458,9,-52.63,0.76,1.16,,,,,,,,,
Department of Homeland Security,TSA - FAMS Mission Scheduling and Notification System (MSNS),2009,2012,1093,6.5,-2.76,1.45,1.49,,,,,,,,,
Department of Homeland Security,TSA - FAMS Mission Scheduling and Notification System (MSNS),2012,2013,365,0.75,0,0.75,0.75,,,,,,,,,
Department of Homeland Security,TSA - FAMS Mission Scheduling and Notification System (MSNS),2012,2013,100,0.75,0,0.75,0.75,,,,,,,,,
Department of Homeland Security,TSA - FAMS Mission Scheduling and Notification System (MSNS),2011,2012,631,1.2,0,1.2,1.2,,,,,,,,,
Department of Homeland Security,TSA - FAMS Mission Scheduling and Notification System (MSNS),2011,2012,631,2,0,2,2,,,,,,,,,
Department of Homeland Security,TSA - Crew Vetting,2011,2012,400,0.945,-103.72,0.645,1.314,,,,,,,,,
Department of Homeland Security,TSA - Performance Management Information System (PMIS),2011,2011,284,0.873,0.46,0.873,0.869,,,,,,,,,
Department of Homeland Security,TSA - Performance Management Information System (PMIS),2011,2012,562,0.65,-103.38,0.65,1.322,,,,,,,,,
Department of Homeland Security,TSA - Performance Management Information System (PMIS),2011,2012,566,1.33,1.5,1.33,1.31,,,,,,,,,
Department of Homeland Security,TSA - Performance Management Information System (PMIS),2012,2013,665,5.6,0,5.6,5.6,,,,,,,,,
Department of Homeland Security,TSA - Performance Management Information System (PMIS),2012,2013,628,0.8,0,0.8,0.8,,,,,,,,,
Department of Homeland Security,TSA - Performance Management Information System (PMIS),2012,2013,181,1.2,0,1.2,1.2,,,,,,,,,
Department of Homeland Security,USCG - Rescue 21,2010,2014,1816,31.272,2.14,31.272,30.602,,,,,,,,,
Department of Homeland Security,USCG - Rescue 21,2010,2014,1455,31,0,30.472,30.472,,,,,,,,,
Department of Homeland Security,USCG - Rescue 21,2010,2014,1816,88.807,0,88.807,88.807,,,,,,,,,
Department of Homeland Security,USCG - Rescue 21,2010,2014,1723,1.75,0,0.625,0.625,,,,,,,,,
Department of Homeland Security,USCG - Rescue 21,2011,2015,1637,5.64,0,0.315,0.315,,,,,,,,,
Department of Homeland Security,USCG - Rescue 21,2010,2015,2088,9.5,0,7.5,7.5,,,,,,,,,
Department of Homeland Security,USCG - Rescue 21,2012,2012,272,1.5,-25.27,1.5,1.879,,,,,,,,,
Department of Homeland Security,USCG - Ports and Waterways Safety System - IT,2011,2012,495,1.338,0,1.338,1.338,,,,,,,,,
Department of Homeland Security,USCG - Ports and Waterways Safety System - IT,2010,2011,558,0.523,0,0.317,0.317,,,,,,,,,
Department of Homeland Security,USCG - Nationwide Automatic Identification System (NAIS),2008,2012,1480,45.1,4.95,11.768,11.186,,,,,,,,,
Department of Homeland Security,USCG - Nationwide Automatic Identification System (NAIS),2011,2012,628,6.488,-2.99,6.488,6.682,,,,,,,,,
Department of Homeland Security,USCG - Interagency Operations Centers (IOC),2008,2013,1618,30.5,0,2.035,2.035,,,,,,,,,
Department of Homeland Security,USCG - Interagency Operations Centers (IOC),2008,2014,2197,37,0,3.53,3.53,,,,,,,,,
Department of Homeland Security,USCG - Direct Access,2010,2016,2159,7.509,10.39,7.509,6.729,,,,,,,,,
Department of Homeland Security,USCG - Direct Access,2011,2016,1827,3.094,-4.14,3.094,3.222,,,,,,,,,
Department of Homeland Security,USCG - Direct Access,2011,2012,628,0.772,4.53,0.772,0.737,,,,,,,,,
Department of Homeland Security,USCG - CG Business Intelligence (CGBI),2011,2012,242,0.159,55.97,0.159,0.07,,,,,,,,,
Department of Homeland Security,USCG - CG Business Intelligence (CGBI),2011,2012,266,0.25,0,0.25,0.25,,,,,,,,,
Department of Homeland Security,USCG - CG Business Intelligence (CGBI),2009,2012,1252,0.25,64.4,0.25,0.089,,,,,,,,,
Department of Homeland Security,USCG - CG Business Intelligence (CGBI),2010,2012,746,0.2,0,0.2,0.2,,,,,,,,,
Department of Homeland Security,USCG - CG-LIMS,2011,2017,2195,15.45,6.38,6.882,6.443,,,,,,,,,
Department of Homeland Security,USCG - C4ISR,2009,2011,989,142.98,22.34,56.478,43.862,,,,,,,,,
Department of Homeland Security,USCG - C4ISR,2011,2012,720,22.7,0,22.7,22.7,,,,,,,,,
Department of Homeland Security,USCG - C4ISR,2012,2015,928,16,0,3.41,3.41,,,,,,,,,
Department of Homeland Security,USCG - C4ISR,2011,2017,2454,10.5,0,1.5,1.5,,,,,,,,,
Department of Homeland Security,USCG - C4ISR,2011,2016,1906,82.5,0,5,5,,,,,,,,,
Department of Homeland Security,USCG - C4ISR,2011,2013,993,5,0,2.5,2.5,,,,,,,,,
Department of Homeland Security,USSS - IT Infrastructure,2011,2013,874,3.153,-164.35,3.153,8.335,,,,,,,,,
Department of Homeland Security,USSS - IT Infrastructure,2011,2012,631,0.12,-363.33,0.12,0.556,,,,,,,,,
Department of Homeland Security,USSS - IT Infrastructure,2011,2012,631,6.57,-2.95,6.57,6.764,,,,,,,,,
Department of Homeland Security,USSS - IT Infrastructure,2011,2012,631,18,-15.56,18,20.8,,,,,,,,,
Department of Homeland Security,CBP - Land Border Integration (LBI),2010,2011,720,23.348,24.86,20.893,15.699,,,,,,,,,
Department of Homeland Security,CBP - SAP,2011,2012,311,13.379,0,13.379,13.379,,,,,,,,,
Department of Homeland Security,CBP - SAP,2011,2012,511,1.35,0,1.35,1.35,,,,,,,,,
Department of Homeland Security,CBP - Tactical Communications (TACCOM) Modernization,2008,2012,1724,125.49,-6.32,60.776,64.618,,,,,,,,,
Department of Homeland Security,CBP - Tactical Communications (TACCOM) Modernization,2010,2012,620,107.16,3.1,7.74,7.5,,,,,,,,,
Department of Homeland Security,CBP - Tactical Communications (TACCOM) Modernization,2010,2012,920,90.93,-0.68,33.853,34.083,,,,,,,,,
Department of Homeland Security,CBP - Tactical Communications (TACCOM) Modernization,2011,2013,731,328.24,0,19.5,19.5,,,,,,,,,
Department of Homeland Security,ICE - TECS Modernization,2011,2013,730,22.939,4.94,21.553,20.489,,,,,,,,,
Department of Homeland Security,CBP - Infrastructure,2009,2014,1944,19,41.22,6.25,3.674,,,,,,,,,
Department of Homeland Security,CBP - Automated Targeting System (ATS) Maintenance,2011,2012,370,15.788,0,15.788,15.788,,,,,,,,,
Department of Homeland Security,CBP - Automated Targeting System (ATS) Maintenance,2011,2012,314,17.76,0,17.76,17.76,,,,,,,,,
Department of Homeland Security,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),2005,2012,2381,172.564,1.08,10.223,10.113,,,,,,,,,
Department of Homeland Security,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),2010,2012,655,3,0,2.4,2.4,,,,,,,,,
Department of Homeland Security,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),2011,2012,329,22.848,8.92,22.846,20.809,,,,,,,,,
Department of Homeland Security,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),2011,2012,480,29.563,-4,28.143,29.269,,,,,,,,,
Department of Homeland Security,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),2011,2012,628,60.47,22.52,60.047,46.525,,,,,,,,,
Department of Homeland Security,CBP - Analytical Framework for Intelligence,2009,2017,3184,177.7,0,29.35,29.35,,,,,,,,,
Department of Homeland Security,CBP - Analytical Framework for Intelligence,2009,2017,3184,27.3,-2.33,4.29,4.39,,,,,,,,,
Department of Homeland Security,CBP - Advance Passenger Information System (APIS),2001,2015,5375,142.787,11.45,3.695,3.272,,,,,,,,,
Department of Homeland Security,USCIS - Naturalization - CLAIMS 4,2010,2011,367,0.9,32.89,0.9,0.604,,,,,,,,,
Department of Homeland Security,USCIS - Naturalization - CLAIMS 4,2011,2012,437,0.9,38.89,0.9,0.55,,,,,,,,,
Department of Homeland Security,USCIS - Naturalization - CLAIMS 4,2012,2013,265,0.9,0,0.9,0.9,,,,,,,,,
Department of Homeland Security,USCIS - Naturalization - CLAIMS 4,2010,2012,993,0.1,0,0.1,0.1,,,,,,,,,
Department of Homeland Security,USCIS - Naturalization - CLAIMS 4,2011,2012,535,0.2,0,0.2,0.2,,,,,,,,,
Department of Homeland Security,USCIS - Naturalization - CLAIMS 4,2011,2011,49,0.075,12,0.075,0.066,,,,,,,,,
Department of Homeland Security,USCIS - Naturalization - CLAIMS 4,2011,2012,69,0.075,44,0.075,0.042,,,,,,,,,
Department of Homeland Security,USCIS - Naturalization - CLAIMS 4,2012,2012,55,0.075,65.33,0.075,0.026,,,,,,,,,
Department of Homeland Security,USCIS - Naturalization - CLAIMS 4,2012,2012,33,0.016,-37.5,0.016,0.022,,,,,,,,,
Department of Homeland Security,USCIS - Naturalization - CLAIMS 4,2012,2012,306,0.02,-5,0.02,0.021,,,,,,,,,
Department of Homeland Security,USCIS - Integrated Document Production (IDP),2009,2012,877,0.063,0,0.063,0.063,,,,,,,,,
Department of Homeland Security,USCIS - Integrated Document Production (IDP),2009,2011,942,0.419,0,0.419,0.419,,,,,,,,,
Department of Homeland Security,USCIS - Integrated Document Production (IDP),2007,2012,1883,7.2,0,7.2,7.2,,,,,,,,,
Department of Homeland Security,USCIS - Integrated Document Production (IDP),2009,2014,1796,2.3,0,2.3,2.3,,,,,,,,,
Department of Homeland Security,USCIS - Integrated Document Production (IDP),2008,2013,1765,2.4,0,2.4,2.4,,,,,,,,,
Department of Homeland Security,USCIS - Integrated Document Production (IDP),2010,2013,1065,2.5,0,2.5,2.5,,,,,,,,,
Department of Homeland Security,USCIS - Integrated Document Production (IDP),2012,2014,1019,5,0,5,5,,,,,,,,,
Department of Homeland Security,USCIS - Integrated Document Production (IDP),2010,2015,1857,16,0,16,16,,,,,,,,,
Department of Homeland Security,USCIS - Integrated Document Production (IDP),2004,2015,4049,0.518,0,0.518,0.518,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2011,2012,461,0.668,28.44,0.668,0.478,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2011,2011,169,0.1,55,0.1,0.045,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2011,2012,194,0.35,30,0.35,0.245,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2011,2012,194,0.3,33.33,0.3,0.2,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2011,2012,194,0.305,0,0.3,0.3,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2011,2012,111,0.27,45.93,0.27,0.146,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2011,2012,99,0.45,43.78,0.45,0.253,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2012,2012,212,0.449,70.82,0.449,0.131,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2012,2012,115,0.42,0,0.42,0.42,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2012,2012,119,0.287,52.61,0.287,0.136,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2012,2012,77,0.342,0,0.342,0.342,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2012,2012,77,0.347,0,0.347,0.347,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2011,2012,536,1.344,-64.21,1.344,2.207,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2011,2012,597,1.44,-181.67,1.44,4.056,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2011,2011,109,0.03,16.67,0.03,0.025,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2011,2011,175,1.844,-286.45,0.155,0.599,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2011,2012,479,0.35,-4.57,0.35,0.366,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2012,2012,253,0.35,0,0.35,0.35,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2012,2013,301,0.35,0,0.35,0.35,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2011,2011,121,3.5,13.33,0.03,0.026,,,,,,,,,
Department of Homeland Security,USCIS - Immigration - CLAIMS 3.0,2011,2011,105,0.155,31.61,0.155,0.106,,,,,,,,,
Department of Homeland Security,USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV),2011,2012,595,2.58,22.64,2.58,1.996,,,,,,,,,
Department of Homeland Security,USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV),2012,2013,390,11,0,11,11,,,,,,,,,
Department of Homeland Security,CBP - Non-Intrusive Inspection (NII) Systems Program,2006,2012,2454,181.204,0,17.442,17.442,,,,,,,,,
Department of Homeland Security,CBP - Non-Intrusive Inspection (NII) Systems Program,2009,2013,1548,88.783,0,61.932,61.932,,,,,,,,,
Department of Homeland Security,CBP - Non-Intrusive Inspection (NII) Systems Program,2009,2012,1304,12.214,0,0.777,0.777,,,,,,,,,
Department of Homeland Security,CBP - Non-Intrusive Inspection (NII) Systems Program,2009,2013,1480,42.861,0,31.408,31.408,,,,,,,,,
Department of Homeland Security,CBP - Non-Intrusive Inspection (NII) Systems Program,2010,2011,627,58.307,0,58.176,58.176,,,,,,,,,
Department of Homeland Security,CBP - Non-Intrusive Inspection (NII) Systems Program,2010,2013,1358,46.456,0,46.45,46.45,,,,,,,,,
Department of Homeland Security,USCIS - Infrastructure (Enterprise),2011,2012,628,21.15,0,4.578,4.578,,,,,,,,,
Department of Homeland Security,USCIS - Infrastructure (Enterprise),2011,2012,628,7.018,0,7.018,7.018,,,,,,,,,
Department of Homeland Security,USCIS - Infrastructure (Enterprise),2011,2012,628,2.4,0,0.571,0.571,,,,,,,,,
Department of Homeland Security,USCIS - Infrastructure (Enterprise),2011,2012,628,5.32,0,0.013,0.013,,,,,,,,,
Department of Homeland Security,USCIS - Infrastructure (Enterprise),2011,2012,628,11.03,0,0.033,0.033,,,,,,,,,
Department of Homeland Security,USCIS - Infrastructure (Enterprise),2011,2012,628,8.743,0,0.031,0.031,,,,,,,,,
Department of Homeland Security,USCIS - Infrastructure (Enterprise),2011,2012,628,12.6,0,0.0080,0.0080,,,,,,,,,
Department of Homeland Security,USCIS - Infrastructure (Enterprise),2011,2012,628,3.223,0,0.237,0.237,,,,,,,,,
Department of Homeland Security,USCIS - Infrastructure (Enterprise),2011,2012,628,2.55,0,0.503,0.503,,,,,,,,,
Department of Homeland Security,USCIS - Infrastructure (Enterprise),2011,2012,628,7.05,0,7.05,7.05,,,,,,,,,
Department of Homeland Security,TSA - Air Cargo Security,2011,2011,318,0.565,-7.8,0.564,0.608,,,,,,,,,
Department of Homeland Security,TSA - Air Cargo Security,2011,2012,239,0.938,-5.01,0.938,0.985,,,,,,,,,
Department of Homeland Security,TSA - Air Cargo Security,2012,2013,342,0.773,0,0.773,0.773,,,,,,,,,
Department of Homeland Security,TSA - Air Cargo Security,2011,2011,132,0.438,-3.65,0.438,0.454,,,,,,,,,
Department of Homeland Security,TSA - Air Cargo Security,2011,2012,150,0.552,-9.78,0.552,0.606,,,,,,,,,
Department of Homeland Security,TSA - Air Cargo Security,2011,2011,337,0.328,-6.33,0.237,0.252,,,,,,,,,
Department of Homeland Security,TSA - Air Cargo Security,2011,2012,155,0.602,-9.79,0.572,0.628,,,,,,,,,
Department of Homeland Security,TSA - Air Cargo Security,2012,2012,105,0.574,41.99,0.574,0.333,,,,,,,,,
Department of Homeland Security,TSA - Air Cargo Security,2011,2011,161,0.496,-9.91,0.323,0.355,,,,,,,,,
Department of Homeland Security,TSA - Air Cargo Security,2012,2012,159,0.683,40.56,0.683,0.406,,,,,,,,,
Department of Homeland Security,ICE - Criminal Alien Identification Initiatives (CAII),2008,2013,1893,17.982,1.05,7.308,7.231,,,,,,,,,
Department of Homeland Security,ICE - Criminal Alien Identification Initiatives (CAII),2010,2015,2076,36.315,-0.09,5.575,5.58,,,,,,,,,
Department of Homeland Security,ICE - Criminal Alien Identification Initiatives (CAII),2009,2013,1461,16.217,8.96,11.788,10.732,,,,,,,,,
Department of Homeland Security,USSS - Information Integration and Technology Transformation (IITT),2011,2016,2089,76.44,7.43,12.68,11.738,,,,,,,,,
Department of Homeland Security,USSS - Information Integration and Technology Transformation (IITT),2011,2016,2089,33.53,0,5,5,,,,,,,,,
Department of Homeland Security,USSS - Information Integration and Technology Transformation (IITT),2011,2016,2089,76.55,0,6.303,6.303,,,,,,,,,
Department of Homeland Security,USSS - Information Integration and Technology Transformation (IITT),2011,2016,2089,24.58,0.06,3.327,3.325,,,,,,,,,
Department of Homeland Security,USSS - Information Integration and Technology Transformation (IITT),2011,2014,1358,25,0,10,10,,,,,,,,,
Department of Homeland Security,USSS - Information Integration and Technology Transformation (IITT),2011,2017,2454,65.82,0,4.5,4.5,,,,,,,,,
Department of Homeland Security,USSS - Information Integration and Technology Transformation (IITT),2011,2017,2454,167.35,0,1.8,1.8,,,,,,,,,
Department of Homeland Security,NPPD - Next Generation Networks Priority Services (NGN-PS),2006,2017,4128,72.961,18.18,6.358,5.202,,,,,,,,,
Department of Homeland Security,NPPD - Next Generation Networks Priority Services (NGN-PS),2006,2017,4128,46.222,0,20.185,20.185,,,,,,,,,
Department of Homeland Security,NPPD - Next Generation Networks Priority Services (NGN-PS),2006,2017,4128,65.679,0,25.893,25.893,,,,,,,,,
Department of Homeland Security,NPPD - Next Generation Networks Priority Services (NGN-PS),2006,2017,4128,138.724,0.68,10.619,10.547,,,,,,,,,
Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),2004,2019,5749,9.397,0,0.581,0.581,,,,,,,,,
Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),2004,2019,5749,9.397,14.76,1.504,1.282,,,,,,,,,
Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),2010,2019,3555,24.444,65.74,3.257,1.116,,,,,,,,,
Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),2010,2019,3555,24.444,38.79,2.356,1.442,,,,,,,,,
Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),2010,2019,3555,16.612,0,2.464,2.464,,,,,,,,,
Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),2010,2019,3555,16.612,21.61,4.562,3.576,,,,,,,,,
Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),2009,2019,3914,4.735,0,0.836,0.836,,,,,,,,,
Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),2006,2019,5013,10.602,-0.06,1.75,1.751,,,,,,,,,
Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),2005,2019,5115,8.651,-15.88,1.864,2.16,,,,,,,,,
Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),2010,2019,3558,6.29,14.93,1.38,1.174,,,,,,,,,
Department of Homeland Security,CBP - TECS Modernization,2008,2013,2089,33.753,20.23,8.326,6.642,,,,,,,,,
Department of Homeland Security,CBP - TECS Modernization,2008,2014,2455,31.768,-2.11,8.646,8.828,,,,,,,,,
Department of Homeland Security,CBP - TECS Modernization,2009,2015,2451,24.106,-0.3,11.161,11.194,,,,,,,,,
Department of Homeland Security,CBP - TECS Modernization,2010,2014,1466,13.159,8.72,9.975,9.105,,,,,,,,,
Department of Homeland Security,CBP - TECS Modernization,2010,2021,4279,47.121,34.76,4.925,3.213,,,,,,,,,
Department of Homeland Security,CBP - Integrated Fixed Towers (IFTs),2010,2012,692,2.275,0.66,2.275,2.26,,,,,,,,,
Department of Homeland Security,CBP - Integrated Fixed Towers (IFTs),2012,2013,363,56,0,1.814,1.814,,,,,,,,,
Department of Homeland Security,CBP - Integrated Fixed Towers (IFTs),2012,2013,363,49,0,2.225,2.225,,,,,,,,,
Department of Homeland Security,CBP - Integrated Fixed Towers (IFTs),2012,2014,671,119,0,6.318,6.318,,,,,,,,,
Department of Homeland Security,"CBP - Northern Border, Remote Video Surveillance System (RVSS)",2008,2020,4380,45,19.42,3.28,2.643,,,,,,,,,
Department of Homeland Security,"CBP - Northern Border, Remote Video Surveillance System (RVSS)",2010,2020,3653,41,0,4.1,4.1,,,,,,,,,
Department of Homeland Security,CBP - Remote Video Surveillance Systems (RVSS),2011,2012,615,6.2,-392.06,1.26,6.2,,,,,,,,,
Department of Homeland Security,CBP - Block 1,2011,2017,2454,8.5,0,5,5,,,,,,,,,
Department of Homeland Security,CBP - Block 1,2011,2017,2454,18.442,0,4.4,4.4,,,,,,,,,
Department of Homeland Security,CBP - Mobile Surveillance Capabilities (MSC),2011,2012,299,1.45,0,1.45,1.45,,,,,,,,,
Department of Homeland Security,CBP - Mobile Surveillance Capabilities (MSC),2012,2013,304,0.15,-26263.33,0.15,39.545,,,,,,,,,
Department of Homeland Security,CBP - Mobile Surveillance Capabilities (MSC),2012,2015,1324,98.748,0,4.7,4.7,,,,,,,,,
Department of Housing and Urban Development,Core Financial Services,2010,2012,596,40.7,0,25.297873,25.297873,,,,,,,,,
Department of Housing and Urban Development,Mortgage Insurance,2010,2016,2129,51.5,0,47.103,47.103,,,,,,,,,
Department of Housing and Urban Development,Mortgage Insurance,2011,2013,668,7,0,6.45,6.45,,,,,,,,,
Department of Housing and Urban Development,Grants Management,2010,2013,1081,25.6,-0.62,14.785835,14.877194,,,,,,,,,
Department of Housing and Urban Development,Grants Management,2011,2012,254,3,0,2.805258,2.805258,,,,,,,,,
Department of Housing and Urban Development,Grants Management,2011,2013,491,2.4,0,0.671331,0.671331,,,,,,,,,
Department of Housing and Urban Development,Enterprise Services - IT Modernization,2011,2013,929,29.5,0,29.5,29.5,,,,,,,,,
Department of Housing and Urban Development,Acquisition Management,2008,2012,1511,6.5,0,5.958696,5.958696,,,,,,,,,
Department of Housing and Urban Development,Voucher Management,2010,2013,1294,41.1,5.46,30.822917,29.140415,,,,,,,,,
Department of Housing and Urban Development,Analytical Services,2010,2014,1498,8.6,0,3,3,,,,,,,,,
Department of Housing and Urban Development,Human Resources Automated Services,2011,2013,575,3.021108,-26.88,2.361209,2.995832,,,,,,,,,
Department of Housing and Urban Development,Human Resources Automated Services,2011,2013,577,3.154476,-22.05,2.563764,3.129192,,,,,,,,,
Department of Housing and Urban Development,Human Resources Automated Services,2012,2013,556,0.4,0,0.4,0.4,,,,,,,,,
Department of Housing and Urban Development,Human Resources Automated Services,2012,2013,556,0.8005,0,0.8005,0.8005,,,,,,,,,
Department of Housing and Urban Development,Human Resources Automated Services,2012,2013,556,2.037212,0,2.03721,2.03721,,,,,,,,,
National Aeronautics and Space Administration,Integrated Collaborative Environment,2011,2012,391,0.25,0,0.25,0.25,,,,,,,,,
National Aeronautics and Space Administration,Integrated Collaborative Environment,2011,2012,360,1.5,0,1.5,1.5,,,,,,,,,
National Aeronautics and Space Administration,Integrated Collaborative Environment,2011,2012,539,0.5,0,0.5,0.5,,,,,,,,,
National Aeronautics and Space Administration,Integrated Collaborative Environment,2010,2011,627,13,0,13,13,,,,,,,,,
National Aeronautics and Space Administration,JSC DA Flight Operations User Applications (UA),2010,2011,627,26.7,0.37,26.7,26.6,,,,,,,,,
National Aeronautics and Space Administration,JSC DA Mission Control Center Systems (MCCS),2010,2011,627,98.23,-5.99,89.8,95.179,,,,,,,,,
National Aeronautics and Space Administration,JSC DA Space Station Training Facility (SSTF),2010,2011,627,30.6,16.67,30.6,25.5,,,,,,,,,
National Aeronautics and Space Administration,MSFC - ED - Payload Operations and Integration Center (POIC),2010,2011,627,16.489,0.91,16.489,16.339,,,,,,,,,
National Aeronautics and Space Administration,NASA Center for Climate Simulation (NCCS),2010,2011,627,21.201,0,21.201,21.201,,,,,,,,,
National Aeronautics and Space Administration,NASA High-End Computing Capability (HECC),2010,2011,627,42.979,0.86,42.979,42.608,,,,,,,,,
National Aeronautics and Space Administration,NASA IT Infrastructure,2004,2012,2773,36.432,1.67,36.432,35.823,,,,,,,,,
National Aeronautics and Space Administration,NASA IT Infrastructure,2009,2011,999,5.007,-0.58,5.007,5.036,,,,,,,,,
National Aeronautics and Space Administration,NASA IT Infrastructure,2009,2011,736,8.615,0,8.615,8.615,,,,,,,,,
National Aeronautics and Space Administration,NASA IT Infrastructure,2010,2011,627,79.962,-1.21,79.962,80.931,,,,,,,,,
National Aeronautics and Space Administration,NASA IT Infrastructure,2010,2011,627,6.292,0,6.292,6.292,,,,,,,,,
National Aeronautics and Space Administration,NASA IT Infrastructure,2010,2011,627,10.846,31.98,10.846,7.377,,,,,,,,,
National Aeronautics and Space Administration,"Nebula(TM), Formerly NASA Cloud Services, Powered by Nebula(TM)",2011,2011,295,0.928,0,0.928,0.928,,,,,,,,,
National Aeronautics and Space Administration,"Nebula(TM), Formerly NASA Cloud Services, Powered by Nebula(TM)",2010,2011,627,2.616,0,2.616,2.616,,,,,,,,,
National Aeronautics and Space Administration,"Nebula(TM), Formerly NASA Cloud Services, Powered by Nebula(TM)",2010,2011,689,0.945,0,0.945,0.945,,,,,,,,,
National Aeronautics and Space Administration,"Nebula(TM), Formerly NASA Cloud Services, Powered by Nebula(TM)",2012,2012,269,0.2,0,0.2,0.2,,,,,,,,,
Office of Personnel Management,Consolidated Business Information System (CBIS),2011,2012,567,0.2,0,0.2,0.2,,,,,,,,,
Office of Personnel Management,Consolidated Business Information System (CBIS),2011,2012,567,4.29,0,4.287624,4.287624,,,,,,,,,
